parent_id,name,description,header
344,2004 - EASTERN SUBURBS MC,2004 - EASTERN SUBURBS MC - NSW,FALSE
344,2006 - THE UNIVERSITY OF SYDNEY,2006 - THE UNIVERSITY OF SYDNEY - NSW,FALSE
344,2007 - BROADWAY,2007 - BROADWAY - NSW,FALSE
344,2007 - ULTIMO,2007 - ULTIMO - NSW,FALSE
344,2008 - CHIPPENDALE,2008 - CHIPPENDALE - NSW,FALSE
344,2008 - DARLINGTON,2008 - DARLINGTON - NSW,FALSE
344,2008 - GOLDEN GROVE,2008 - GOLDEN GROVE - NSW,FALSE
344,2009 - DARLING ISLAND,2009 - DARLING ISLAND - NSW,FALSE
344,2009 - PYRMONT,2009 - PYRMONT - NSW,FALSE
344,2010 - DARLINGHURST,2010 - DARLINGHURST - NSW,FALSE
344,2010 - SURRY HILLS,2010 - SURRY HILLS - NSW,FALSE
344,2010 - TAYLOR SQUARE,2010 - TAYLOR SQUARE - NSW,FALSE
344,2011 - ELIZABETH BAY,2011 - ELIZABETH BAY - NSW,FALSE
344,2011 - HMAS KUTTABUL,2011 - HMAS KUTTABUL - NSW,FALSE
344,2011 - KINGS CROSS,2011 - KINGS CROSS - NSW,FALSE
344,2011 - POTTS POINT,2011 - POTTS POINT - NSW,FALSE
344,2011 - RUSHCUTTERS BAY,2011 - RUSHCUTTERS BAY - NSW,FALSE
344,2011 - WOOLLOOMOOLOO,2011 - WOOLLOOMOOLOO - NSW,FALSE
344,2012 - STRAWBERRY HILLS,2012 - STRAWBERRY HILLS - NSW,FALSE
344,2013 - STRAWBERRY HILLS,2013 - STRAWBERRY HILLS - NSW,FALSE
344,2015 - ALEXANDRIA,2015 - ALEXANDRIA - NSW,FALSE
344,2015 - BEACONSFIELD,2015 - BEACONSFIELD - NSW,FALSE
344,2015 - EVELEIGH,2015 - EVELEIGH - NSW,FALSE
344,2016 - REDFERN,2016 - REDFERN - NSW,FALSE
344,2017 - WATERLOO,2017 - WATERLOO - NSW,FALSE
344,2017 - WATERLOO DC,2017 - WATERLOO DC - NSW,FALSE
344,2017 - ZETLAND,2017 - ZETLAND - NSW,FALSE
344,2018 - EASTLAKES,2018 - EASTLAKES - NSW,FALSE
344,2018 - ROSEBERY,2018 - ROSEBERY - NSW,FALSE
344,2019 - BANKSMEADOW,2019 - BANKSMEADOW - NSW,FALSE
344,2019 - BOTANY,2019 - BOTANY - NSW,FALSE
344,2020 - MASCOT,2020 - MASCOT - NSW,FALSE
344,2020 - SYDNEY DOMESTIC AIRPORT,2020 - SYDNEY DOMESTIC AIRPORT - NSW,FALSE
344,2020 - SYDNEY INTERNATIONAL AIRPORT,2020 - SYDNEY INTERNATIONAL AIRPORT - NSW,FALSE
344,2021 - CENTENNIAL PARK,2021 - CENTENNIAL PARK - NSW,FALSE
344,2021 - MOORE PARK,2021 - MOORE PARK - NSW,FALSE
344,2021 - PADDINGTON,2021 - PADDINGTON - NSW,FALSE
344,2022 - BONDI JUNCTION,2022 - BONDI JUNCTION - NSW,FALSE
344,2022 - BONDI JUNCTION PLAZA,2022 - BONDI JUNCTION PLAZA - NSW,FALSE
344,2022 - QUEENS PARK,2022 - QUEENS PARK - NSW,FALSE
344,2023 - BELLEVUE HILL,2023 - BELLEVUE HILL - NSW,FALSE
344,2024 - BRONTE,2024 - BRONTE - NSW,FALSE
344,2024 - CHARING CROSS,2024 - CHARING CROSS - NSW,FALSE
344,2024 - WAVERLEY,2024 - WAVERLEY - NSW,FALSE
344,2025 - WOOLLAHRA,2025 - WOOLLAHRA - NSW,FALSE
344,2026 - BEN BUCKLER,2026 - BEN BUCKLER - NSW,FALSE
344,2026 - BONDI,2026 - BONDI - NSW,FALSE
344,2026 - BONDI BEACH,2026 - BONDI BEACH - NSW,FALSE
344,2026 - NORTH BONDI,2026 - NORTH BONDI - NSW,FALSE
344,2026 - TAMARAMA,2026 - TAMARAMA - NSW,FALSE
344,2027 - DARLING POINT,2027 - DARLING POINT - NSW,FALSE
344,2027 - EDGECLIFF,2027 - EDGECLIFF - NSW,FALSE
344,2027 - HMAS RUSHCUTTERS,2027 - HMAS RUSHCUTTERS - NSW,FALSE
344,2027 - POINT PIPER,2027 - POINT PIPER - NSW,FALSE
344,2028 - DOUBLE BAY,2028 - DOUBLE BAY - NSW,FALSE
344,2029 - ROSE BAY,2029 - ROSE BAY - NSW,FALSE
344,2030 - DIAMOND BAY,2030 - DIAMOND BAY - NSW,FALSE
344,2030 - DOVER HEIGHTS,2030 - DOVER HEIGHTS - NSW,FALSE
344,2030 - HMAS WATSON,2030 - HMAS WATSON - NSW,FALSE
344,2030 - ROSE BAY NORTH,2030 - ROSE BAY NORTH - NSW,FALSE
344,2030 - VAUCLUSE,2030 - VAUCLUSE - NSW,FALSE
344,2030 - WATSONS BAY,2030 - WATSONS BAY - NSW,FALSE
344,2031 - CLOVELLY,2031 - CLOVELLY - NSW,FALSE
344,2031 - CLOVELLY WEST,2031 - CLOVELLY WEST - NSW,FALSE
344,2031 - RANDWICK,2031 - RANDWICK - NSW,FALSE
344,2031 - RANDWICK DC,2031 - RANDWICK DC - NSW,FALSE
344,2031 - ST PAULS,2031 - ST PAULS - NSW,FALSE
344,2032 - DACEYVILLE,2032 - DACEYVILLE - NSW,FALSE
344,2032 - KINGSFORD,2032 - KINGSFORD - NSW,FALSE
344,2033 - KENSINGTON,2033 - KENSINGTON - NSW,FALSE
344,2034 - COOGEE,2034 - COOGEE - NSW,FALSE
344,2034 - SOUTH COOGEE,2034 - SOUTH COOGEE - NSW,FALSE
344,2035 - MAROUBRA,2035 - MAROUBRA - NSW,FALSE
344,2035 - MAROUBRA SOUTH,2035 - MAROUBRA SOUTH - NSW,FALSE
344,2035 - PAGEWOOD,2035 - PAGEWOOD - NSW,FALSE
344,2036 - CHIFLEY,2036 - CHIFLEY - NSW,FALSE
344,2036 - EASTGARDENS,2036 - EASTGARDENS - NSW,FALSE
344,2036 - HILLSDALE,2036 - HILLSDALE - NSW,FALSE
344,2036 - LA PEROUSE,2036 - LA PEROUSE - NSW,FALSE
344,2036 - LITTLE BAY,2036 - LITTLE BAY - NSW,FALSE
344,2036 - MALABAR,2036 - MALABAR - NSW,FALSE
344,2036 - MATRAVILLE,2036 - MATRAVILLE - NSW,FALSE
344,2036 - PHILLIP BAY,2036 - PHILLIP BAY - NSW,FALSE
344,2036 - PORT BOTANY,2036 - PORT BOTANY - NSW,FALSE
344,2037 - FOREST LODGE,2037 - FOREST LODGE - NSW,FALSE
344,2037 - GLEBE,2037 - GLEBE - NSW,FALSE
344,2038 - ANNANDALE,2038 - ANNANDALE - NSW,FALSE
344,2039 - ROZELLE,2039 - ROZELLE - NSW,FALSE
344,2040 - LEICHHARDT,2040 - LEICHHARDT - NSW,FALSE
344,2040 - LILYFIELD,2040 - LILYFIELD - NSW,FALSE
344,2041 - BALMAIN,2041 - BALMAIN - NSW,FALSE
344,2041 - BALMAIN EAST,2041 - BALMAIN EAST - NSW,FALSE
344,2041 - BIRCHGROVE,2041 - BIRCHGROVE - NSW,FALSE
344,2042 - ENMORE,2042 - ENMORE - NSW,FALSE
344,2042 - NEWTOWN,2042 - NEWTOWN - NSW,FALSE
344,2043 - ERSKINEVILLE,2043 - ERSKINEVILLE - NSW,FALSE
344,2044 - ST PETERS,2044 - ST PETERS - NSW,FALSE
344,2044 - ST PETERS DC,2044 - ST PETERS DC - NSW,FALSE
344,2044 - SYDENHAM,2044 - SYDENHAM - NSW,FALSE
344,2044 - TEMPE,2044 - TEMPE - NSW,FALSE
